PH,oxy,elec,tur,tem
7.14,7.43,3478,82,25.5
7.1,6.06,3591,78,25.5
7.13,6.8,3744,76,25.4
7.35,6.3,3478,71,25.3
7,6.18,3712,65,25.4
7.13,5.29,3668,60,25.3
7,6.07,3822,52,25.5
7.2,5.06,3693,51,25.4
7.06,6.54,3210,50,25
7.06,5.46,3588,50,24.9
7.04,6.62,3219,50,24.9
7.24,5.3,3527,50,24.8
6.96,6.27,3528,50,24.7
6.97,4.86,3582,50,24.5
6.96,6.4,3235,50,24.5
7.15,5.49,3588,59,24.9
6.94,6.02,3641,66,24.8
6.98,5.46,3696,50,25.1
7,6.9,3447,67,25
7.28,7.4,3499,50,25.2
7.08,7.37,3330,60,25
7.07,7.56,3582,65,25.6
7.95,8.64,70,58,25.4
8.17,9.31,2406,59,25.6
8.12,8.91,52,56,25.4
7.58,8.04,2711,55,25.1
7.78,8.11,1957,51,25
7.84,6.09,2968,71,25
7.45,6.46,1692,59,25.1
7.44,5.3,107,52,25.2
7.4,6.34,157,51,25.2
7.84,5.14,1218,52,25.3
7.54,6.35,0,65,25.1
7.5,5.21,3238,50,24.9
7.42,6.21,0,55,25.1
7.87,5.2,3632,50,24.8
7.47,6.39,0,50,24.7
7.37,4.88,3284,50,24.5
7.54,7.45,3443,50,24.5
8.04,7.37,0,50,24.8
7.74,7.94,0,50,24.9
7.69,6.94,3628,50,25.1
7.85,8.59,3228,49,25.4
8.29,8.23,3597,60,25.5
7.86,8.35,3459,59,25.2
7.85,6.77,3745,66,25.4
7.48,6.13,4540,69,25.1
7.95,5.08,5219,62,25.3
7.5,6.45,4668,84,25.1
7.57,4.6,5139,70,25.2
7.48,6.68,4627,66,25.1
8.07,4.73,5777,57,25.4
7.47,6.2,4927,62,25.3
7.51,3.24,6172,67,25.3
7.39,5.95,5414,53,25.3
8.05,4,6053,53,25.4
7.4,5.81,5494,50,25.1
7.6,4.57,5608,49,25
7.4,5.95,5206,50,25
7.95,4.65,5479,50,25
7.42,6.08,5192,50,24.9
7.6,4.8,5118,50,24.7
7.77,7.03,5028,49,24.7
8.23,7.14,4673,49,25.1
7.62,7.27,4396,50,24.9
7.77,7.84,4513,49,25.6
7.95,8.51,4144,50,25.5
8.27,8.11,4403,57,25.7
7.97,8.54,4071,57,25.6
7.82,6.17,4628,75,25.6
7.45,5.52,5997,58,25.3
8.12,5.81,5470,80,25.5
7.48,5.65,6304,62,25.3
7.6,5.27,5878,54,25.4
7.59,6.18,5527,71,25.3
8.11,5.13,5978,69,25.5
7.69,7.11,5494,50,25.6
7.61,5.26,5724,50,25.6
7.56,6.26,5387,50,25.5
8,6.3,5377,49,25.5
7.72,6.88,5135,49,25.4
7.71,5.42,5295,49,25.4
7.61,6.64,4927,49,25.3
8.08,5.29,5234,49,25.3
7.62,6.34,4991,49,25.2
7.67,5.17,5253,49,25.1
7.64,6.44,5154,49,25.1
8.08,5.59,5325,49,25.4
7.58,5.79,5073,68,25.4
7.56,5.2,5452,66,25.8
7.92,7.83,4615,74,25.5
8.16,7.88,5334,52,25.8
7.93,8.04,4677,58,25.7
7.8,6.35,5192,67,25.8
7.72,6.78,5387,54,25.5
7.99,4.96,6098,50,25.7
7.64,6.5,5355,56,25.6
7.59,5.36,5978,50,25.6
7.66,6.66,5662,50,25.6
8.02,5.98,5700,51,25.7
7.72,7.27,4952,50,25.7
7.72,6.72,5602,48,25.7
7.79,7.69,5833,48,25.5
8,6.92,5518,48,25.5
7.58,6.56,5589,49,25.6
7.62,6.27,5496,48,25.4
7.59,7.08,5931,48,25.3
7.89,6.11,5506,48,25.3
7.58,7.1,5377,47,25.1
7.54,5.97,5428,49,25.2
7.54,6.91,5350,49,25.2
7.76,6.12,5476,50,25.5
7.52,7.09,5401,49,25.4
7.5,6.41,5471,50,25.8
7.6,7.78,5506,51,25.6
7.82,8.03,5389,56,25.9
7.66,8.24,5001,59,25.7
7.64,7.56,5389,53,26
7.44,6.29,5204,58,25.5
7.73,6.33,5675,53,25.8
7.45,6.22,6224,50,25.5
7.49,6,5758,50,25.6
7.41,6.4,5940,50,25.6
7.59,4.81,6490,52,25.7
7.36,5.98,6144,50,25.6
7.32,4.6,6721,50,25.8
7.31,6.01,6777,50,25.8
7.55,5.03,6448,49,25.8
7.29,6.26,6404,49,25.6
7.26,4.66,6711,49,25.7
7.22,5.76,5692,49,25.4
7.49,4.67,3843,49,25.4
7.24,5.85,6775,49,25.4
7.21,4.86,6300,49,25.3
7.3,6.58,5619,49,25.1
7.49,6.45,5038,49,25.3
7.34,7.56,4785,49,25.3
7.35,6.99,4742,49,25.7
7.31,8,4180,49,25.5
7.52,8.28,4755,50,25.9
7.49,9.44,4132,49,25.9
7.47,10.04,4390,49,26.4
7.57,10.31,4366,50,26.4
7.54,10.72,4163,54,26.6
7.52,8.99,4102,50,26.1
7.41,9.09,3760,49,26.1
7.4,8.31,3015,49,25.9
7.36,6.79,4232,50,25.9
7.32,7.48,4129,50,25.8
7.28,5.52,4826,57,25.7
7.28,6.97,5476,67,25.6
7.35,5.74,4938,74,25.7
7.23,6.44,5469,59,25.6
7.24,4.32,5420,56,25.6
7.2,5.79,5532,74,25.6
7.28,4.81,5216,55,25.5
7.17,5.87,5355,54,25.5
7.19,4.8,4911,49,25.2
0,9.13,2590,51,26.4
6.59,8.12,2754,82,26.1
6.87,8.85,2530,116,26
7.02,8.11,2969,73,25.7
7.02,8.64,2708,51,25.6
7.12,7.58,2939,52,25.4
7.12,8.08,2951,52,25.3
7.09,7.25,2875,50,25.3
7.15,7.98,2899,50,25.2
7.18,6.79,2954,50,25.1
7.22,7.59,2970,50,25
7.09,6.72,2859,50,25.1
7.24,7.62,2954,50,25
7.22,6.99,2563,49,25
7.27,8.05,2841,50,25.1
7.18,7.66,2748,50,25.5
7.29,8.55,2782,53,25.6
7.28,7.9,3044,50,25.6
7.33,8.27,2967,66,25.5
7.22,8.02,3121,59,25.5
7.37,8.56,2816,75,25.4
7.33,7.94,3093,54,25.5
7.38,8.23,2816,70,25.3
7.3,7.61,3312,60,25.2
7.38,8.27,2921,64,25.2
7.37,7.39,2847,53,25
7.37,7.72,2828,69,24.8
7.32,6.69,2866,55,24.7
7.4,7.43,3124,72,24.8
7.33,6.51,3244,66,24.8
7.29,7.4,3326,76,24.9
7.25,5.98,3877,73,25
7.28,6.67,3084,72,24.8
7.37,5.77,3751,62,24.8
7.27,7.04,3412,57,24.6
7.24,5.3,3539,58,24.6
7.33,6.84,3148,53,24.6
7.37,6.83,3375,49,24.9
7.33,7.57,3406,56,24.7
7.31,6.49,3514,65,25.1
7.35,7.82,2865,74,24.9
7.36,7.22,3378,71,25.1
7.38,7.97,2981,79,24.9
7.28,7.78,3347,58,25.3
7.3,5.91,3931,109,24.9
7.24,5.78,3843,86,25
7.2,7.25,3622,90,24.8
7.22,5.41,4079,130,24.9
7.23,5.77,4528,134,24.8
7.18,4.59,4522,67,24.9
7.16,5.99,4252,66,24.9
7.1,4.4,4580,60,25
7.25,5.38,4130,61,24.9
7.2,4.06,4771,65,24.9
7.11,5.4,5011,72,24.8
7.07,3.96,5069,78,24.9
7.17,5.17,5631,86,24.7
7.15,4.46,5295,77,24.7
7.08,5.88,4715,51,24.5
7.09,4.91,4837,50,24.4
7.21,5.78,4855,53,24.4
7.13,5.69,4608,50,24.6
7.17,7.01,4089,50,24.4
7.13,5.6,4299,55,24.7
7.2,7.04,4227,50,24.6
7.26,6.03,4406,53,25
7.15,7.4,4186,70,24.7
7.14,4.53,4714,66,24.8
7.19,4.98,4840,84,24.6
7.15,4.44,5271,80,24.8
7.08,5.75,5319,80,24.7
7.13,4.02,5549,84,24.8
7.17,5.18,5378,71,24.8
7.14,4.63,5047,58,24.8
7.11,5.79,5258,58,24.8
7.09,4.4,5295,50,24.8
7.14,5.19,5229,52,24.7
7.1,4.56,5216,49,24.8
7.09,6.27,5014,49,24.6
7.07,4.47,5166,49,24.7
7.13,5.2,5396,50,24.7
7.1,3.89,5044,49,24.5
7.03,5.67,4821,49,24.4
7.1,4.66,4851,49,24.4
7.14,6.43,4038,49,24.4
7.16,5.32,4392,49,24.8
7.06,7.03,4123,51,24.6
7.11,5.8,4368,55,25.1
7.07,7,4261,56,24.8
7.1,4.05,4780,62,25
7.05,5.86,4455,55,24.8
7.05,3.87,5754,59,25.1
7.1,4.85,6030,75,24.9
7.07,3.74,6078,91,25
6.98,5.18,6561,74,24.9
7.01,4.15,6954,81,25
7.06,5.06,6766,74,25
7.08,4.1,7159,50,25
7,6.27,6291,50,24.8
7.06,5.18,5857,48,24.7
7.05,5.83,6032,50,24.7
7.12,4.73,5932,49,24.6
7.08,5.75,5752,50,24.6
7.1,4.65,6214,49,24.6
7.03,5.81,5417,49,24.3
7.15,5.66,5279,48,24.1
7.12,6.65,4939,48,24.1
7.18,5.85,4650,49,23.9
7.07,6.59,5005,50,24.2
7.13,5.24,5358,49,24.5
7.07,6.22,5469,50,24.4
7.06,4.57,5829,61,25
7.1,6.05,2352,54,24.8
7.03,4.8,1626,49,25.2
7.76,4.1,7502,55,25
7.54,5.67,6812,50,25.1
7.56,6.95,6845,50,25
7.73,5.44,7293,50,25
7.4,6.16,7573,50,24.9
7.52,4.92,7453,62,24.9
7.56,5.61,8074,54,24.9
7.58,5.49,7089,51,24.9
7.49,6.61,6833,50,24.8
7.84,6.01,6534,50,24.8
7.72,6.82,6192,49,24.9
7.92,6.18,6271,48,24.6
7.46,6.91,6247,48,24.5
8.07,6.94,5822,48,24.5
7.6,7.55,5812,48,24.4
8.05,6.88,5683,48,24.4
7.65,7.74,5363,48,24.3
7.48,7.05,5428,49,24.4
7.91,7.67,4549,49,24.3
7.82,7.65,4682,49,24.8
8.43,9.49,4500,49,24.8
8.03,10.14,4394,50,25.2
8.25,9.73,4343,50,24.8
7.58,6.38,4990,58,24.9
7.94,7.06,5554,50,24.6
7.75,7.23,5902,50,25
7.82,6.98,6179,67,24.7
7.75,5.09,7157,53,24.8
7.64,6.51,6531,84,24.7
7.96,5.85,6536,72,24.8
7.46,6.17,6594,71,24.7
7.79,5.96,6106,50,24.7
7.73,6.67,5958,49,24.6
7.95,5.88,6378,50,24.7
7.66,6.54,6032,50,24.5
7.43,5.83,6009,48,24.5
7.56,6.99,5816,48,24.3
7.87,6.28,5833,48,24.4
7.65,6.89,5776,47,24.3
7.6,6.29,5655,48,24.2
7.69,6.97,5743,49,24.2
7.95,6.6,5680,49,24.3
7.83,7.18,5709,49,24.3
7.62,6.01,5740,49,24.6
8,7.2,5687,50,24.4
8.02,8.78,5591,49,24.8
8.44,9.78,5573,49,24.9
8.24,9.49,5349,49,25.2
8.56,10.25,5355,49,25.2
8.34,9.94,5481,53,25.2
8.08,8.16,5530,50,24.6
8.31,8.43,5414,49,24.6
7.84,6.86,6036,50,24.5
7.95,5.77,6158,55,24.5
7.76,6.31,6334,63,24.5
7.8,5.71,6173,50,24.5
7.72,6.81,5909,49,24.4
7.97,6.36,5918,49,24.3
7.72,6.52,5990,49,24.3
7.61,5.64,5986,48,24.2
7.57,6.08,6044,49,24.2
7.92,6.05,5961,48,23.9
7.63,6.37,5945,48,23.9
7.7,6.38,5590,47,23.6
7.96,7.09,5554,48,23.7
7.98,6.82,5542,48,23.9
7.79,6.53,5766,49,23.9
7.79,6.99,5710,49,24.1
8.11,8.18,5619,48,23.9
8.1,8.62,5604,49,24.3
8.28,8.83,5552,49,24.1
8.14,8.78,5617,50,24.5
8.35,8.93,5454,58,24.2
8.26,9.7,5620,50,24.4
8.43,9.08,3743,50,24.3
8.56,7.81,3859,48,24.3
8.23,8.52,5112,48,24.1
7.87,6.82,5918,57,24.3
8,7.2,6047,49,24.3
7.67,5.57,6340,49,24.3
7.7,6.23,4054,50,24.2
7.7,5.73,6693,49,24.3
7.8,6.01,4362,49,24.3
7.72,5.61,5368,48,23.8
8.1,6.82,4522,48,23.5
7.78,6.43,5075,48,23.4
7.77,6.6,4944,48,23.3
7.79,5.93,5133,48,23.1
7.88,7.01,4677,48,23.2
7.82,6.73,5806,48,23.4
8.01,7.54,5610,49,23.4
7.7,6.95,5493,48,23.8
8.07,7.72,4261,49,23.6
7.81,8.24,5328,49,24.1
8.24,9.67,1431,49,24.4
8.32,8.85,4874,50,24.6
8.51,9.83,211,50,24.4
8.05,8.42,3660,54,24.1
7.87,7.43,2624,49,23.8
7.95,6.62,4522,49,23.7
7.72,6.54,276,50,23.8
7.84,5.87,4083,49,23.7
7.74,6.66,2165,49,23.7
7.63,5.48,5904,48,23.7
7.72,6.53,2711,49,23.6
7.78,6.07,4452,49,23.7
7.64,6.34,1953,49,23.6
7.67,6.19,4462,48,23.3
7.82,7.46,1067,48,23.1
7.8,7.27,2227,48,23.1
7.93,7.67,470,48,23.1
7.72,6.36,3657,48,23
7.76,7.33,614,48,23
7.78,7.05,3093,48,23.2
7.92,7.91,959,48,23.2
7.59,7.51,2189,50,23.7
7.96,8.78,928,49,23.9
7.78,10.19,2332,49,24.5
8.13,10.37,520,49,24.7
8.03,10.08,3329,49,24.9
8.23,10.45,76,64,24.6
7.82,9.88,2210,53,24.4
7.99,8.84,313,50,24
7.62,7.91,2918,50,23.9
7.7,8.29,2406,49,23.5
7.61,7.5,2550,49,23.5
7.61,7.3,1006,49,23.4
7.39,5.7,4535,49,23.4
7.5,6.66,714,48,23.3
7.5,5.33,2335,49,23.4
7.4,6.19,202,49,23.4
7.32,5.44,4525,48,23.1
7.4,6.83,958,48,23
7.41,5.75,2631,49,23.1
7.38,6.37,680,48,23
7.17,4.88,4038,48,23
7.34,6.67,956,49,23.1
7.38,5.66,2960,48,23.2
7.31,7.46,430,48,23.4
7.13,6.5,3840,48,24
7.29,7.45,2182,49,23.6
7.4,8.62,3115,48,23.8
7.54,9.48,335,49,23.8
7.2,9.21,2462,48,24.1
7.6,10.55,241,49,24.3
7.4,11.14,2966,51,24.3
8.16,8.63,4483,167,23.6
7.97,7.54,4844,49,23.6
7.96,7.73,4953,414,23.5
0,6.17,0,0,0
7.56,6.9,5225,55,23.3
7.69,5.5,5643,205,23.4
7.44,5.78,5576,49,23.3
7.62,5.23,5416,205,23.3
7.47,5.97,5561,259,23.4
7.7,5.62,5527,47,23.2
7.77,7.24,4943,137,22.6
7.88,7.35,4807,48,22.6
7.82,7.47,4737,48,22.5
7.82,6.75,4739,115,22.4
7.7,7.45,4750,48,22.5
7.96,7.28,4783,48,22.6
7.9,7.72,4865,490,22.7
7.62,6.67,5334,49,23.3
7.93,8.22,5022,47,23.1
8.06,7.78,4956,149,23.3
7.7,8.24,4956,49,23.2
8.06,8.01,5076,283,23.4
7.93,6.95,5214,49,23
8.05,7.42,5279,50,23.3
7.44,5.4,5879,142,23.1
7.99,6.94,5360,49,23.1
7.58,4.53,6221,49,23.2
7.87,4.56,6601,500,23.4
7.43,4.18,6311,50,23.2
7.45,5.13,6117,213,23.1
7.58,5.28,5930,49,22.8
7.9,5.45,6187,49,22.8
7.57,5.68,5595,369,22.4
7.56,6.47,5395,49,22.3
7.46,5.51,5475,49,22.2
7.9,6.23,5457,50,22.1
7.5,5.62,5435,48,21.9
7.55,6.02,5414,395,21.9
7.49,6.03,5454,57,21.9
7.96,6.94,5464,48,22.3
7.56,7.04,5457,117,22.3
7.77,7.28,5363,159,22.7
7.67,7.37,5371,48,22.5
8.01,8.37,5314,334,22.7
8.01,9.68,5015,49,22.9
8.09,9.7,4960,48,23.1
7.86,9.15,5066,50,22.7
8.1,10.67,4981,49,23.1
8.21,10.93,4609,50,23.2
8.12,10.22,4592,111,23.1
7.87,10.05,4237,49,23.1
8.14,10.47,3551,130,23
7.8,9.78,3561,48,22.9
7.92,9.18,3527,48,22.9
7.77,9.2,3441,92,22.7
8.06,9.48,3176,48,22.6
7.67,8.97,3022,48,22.4
7.83,8.75,3009,49,22.5
7.59,8.4,2972,48,22.4
7.97,8.57,2754,48,22.3
7.53,7.83,2703,48,22.2
7.66,7.78,2705,48,22.1
7.48,7.4,2727,81,22.1
7.91,8.65,2665,119,22.2
7.64,9.22,2615,48,22.5
7.91,9.22,2590,206,22.9
7.67,9.33,2590,49,22.7
7.95,10.41,2575,49,22.9
7.78,11.19,2554,49,23.2
7.98,10.49,2489,50,23.1
7.51,7.28,2834,128,22.7
7.85,9.61,2665,108,22.8
7.6,8.04,2887,65,22.7
7.69,8.64,2757,158,22.7
7.5,7.38,2933,50,22.6
7.82,8.69,2866,49,22.7
7.53,7.77,2859,49,22.5
7.56,7.44,2850,49,22.5
7.42,6.85,2887,49,22.4
7.75,7.64,2890,210,22.5
7.42,6.77,2890,49,22.3
7.48,6.34,2893,49,22.3
7.36,6.51,2902,48,22.1
7.68,6.91,2896,49,22.1
7.36,6.25,2975,48,22.2
7.42,6.77,2994,103,22.2
7.3,6.17,2933,48,22.1
7.65,7.2,2899,116,22.4
7.32,6.61,2899,49,22.6
7.44,7.78,2899,50,22.8
7.31,7.16,2933,49,22.8
7.68,8.69,2963,50,23.3
7.28,8.69,2902,47,23.6
7.46,8.21,2954,91,23.1
7.35,7.18,2990,50,22.9
7.53,6.36,3185,226,22.9
7.33,6.24,3115,61,22.9
7.3,5.72,3290,54,22.9
7.3,5.86,3330,70,23
7.49,5.67,3406,50,22.9
7.31,4.9,3440,50,22.9
7.31,5.76,3327,57,23
7.3,5.86,3166,50,23
7.51,7.41,3154,49,22.9
7.3,6.36,3099,59,22.8
7.32,6.13,3160,49,22.9
7.3,5.6,3188,76,22.9
7.47,6.84,3185,78,22.8
7.25,5.42,3185,48,22.7
7.34,5.22,3191,65,22.7
7.35,5.41,3197,48,22.6
7.48,7.55,3065,49,22.7
7.43,7.67,3015,96,22.9
7.44,7.83,3028,49,23.2
7.38,8.23,2978,49,23.5
7.57,10.51,2859,61,24
7.49,10.2,2809,49,24.1
7.55,10.07,2732,163,24
7.36,6.52,2920,63,23.4
7.5,7.68,2902,69,23.4
7.34,5.59,3059,69,23.3
7.26,5.19,3090,65,23.2
7.35,6.51,3009,50,23.3
7.43,6.77,3034,125,23.3
7.34,5.44,3074,50,23.3
7.22,5.36,2990,51,23.3
7.31,5.85,2942,69,23.3
7.42,6.16,2984,50,23.2
7.3,4.99,2975,50,23.2
7.29,5.58,3003,71,23.2
7.28,5.03,3009,49,23.2
7.42,6.72,2890,168,23.1
7.33,5.98,2816,49,23.1
7.31,6.04,2794,48,23
7.3,5.79,2800,256,23
7.4,6.94,2815,49,23
7.28,6.32,2838,49,23.2
7.33,6.24,2841,179,23.2
7.31,6.37,2853,50,23.2
7.4,7.69,2853,171,23.3
7.41,7.58,2863,109,23.4
7.39,6.82,2862,55,23.3
7.27,7.02,2868,258,23.3
7.42,7.4,2997,80,23.3
7.32,6.09,3179,76,23.3
7.32,7.08,3068,52,23.2
7.31,6.53,3059,50,23.1
7.37,7.04,3096,52,22.9
7.28,5.35,3200,126,22.9
7.24,4.92,3326,50,22.9
7.2,5.28,3321,98,22.9
7.33,6.61,3345,70,22.8
7.22,5.07,3385,49,22.7
7.26,4.96,3521,322,22.7
7.17,5.1,3379,49,22.4
7.29,6.02,3388,49,22.2
7.2,4.93,3382,50,22
7.28,5.83,3275,49,22
7.28,5.77,3241,112,22
7.26,6.81,3223,67,22.1
7.31,5.66,3059,49,22.2
7.28,6.18,3080,135,22.2
7.21,6.63,3169,56,22.7
7.32,8.5,2978,49,23.3
7.38,7.66,2887,48,23.3
7.41,8.62,2806,49,23.4
7.36,7.13,2899,50,23.2
7.32,6.37,3148,139,22.7
7.26,4.36,3166,49,22.6
7.23,5,3136,50,22.6
7.22,4.06,3308,175,22.6
7.24,5.78,3220,51,22.6
7.21,4.07,3250,103,22.5
7.25,3.68,3210,54,22.5
7.24,4.33,3143,49,22.4
7.27,5.63,3115,120,22.3
7.28,5.87,3037,49,22.3
7.28,5.27,3031,48,22.2
7.26,5.75,3022,159,22.1
7.24,6.95,2991,48,22.1
7.27,6.11,2975,47,22
7.2,5.57,2969,70,21.9
7.31,5.48,2988,48,21.9
7.24,5.9,2921,113,22
7.26,5.53,2926,56,22.4
7.31,5.94,2908,49,22.5
7.2,6.72,2794,117,23.1
7.33,9.55,2308,50,23.7
7.34,8.26,2169,48,23.8
6.97,9.21,2403,59,23.2
8.43,8.73,2425,50,23.3
7.98,8.61,2431,59,23
7.72,8.18,2437,62,22.9
7.94,7.41,2535,68,22.9
7.77,8.14,2391,50,22.9
8.03,8.29,2394,59,22.9
7.95,7.35,2422,50,22.8
7.91,6.73,2542,65,22.7
7.5,6.85,2518,50,22.7
7.95,7.15,2490,49,22.5
7.77,6.74,2447,49,22.5
7.6,6.22,2397,49,22.4
7.58,6.36,2375,49,22.4
7.93,6.09,2384,49,22.3
7.48,5.79,2397,49,22.3
7.53,6.09,2406,48,22.2
7.47,6.52,2308,49,22.4
7.98,6.9,2286,50,22.6
7.67,6.73,2305,50,22.7
7.62,7.96,2289,50,23.1
8.04,9.08,2264,50,23.6
8.2,10.37,2264,56,23.9
8.18,11.11,2283,56,24.6
8.95,11.96,2148,56,24.9
8.35,11.05,2160,51,24.4
8.24,10.56,2141,50,23.9
8.18,9.98,2105,49,23.7
8.14,10.22,1905,49,23.4
7.89,9.17,1978,63,23.3
8.11,9.6,1975,76,23.3
7.8,8.48,2028,61,23.2
7.76,7.99,2078,50,23.2
7.75,7.05,2190,50,23.2
7.98,7.49,2154,50,23.1
7.68,7,2087,50,23.1
7.61,7.28,2056,49,23
7.6,7.11,2062,49,22.9
7.95,7.47,2065,49,22.8
7.62,6.47,2074,50,22.8
7.64,6.25,2065,49,22.7
7.62,6.94,2006,49,22.7
7.96,8.17,1992,48,22.8
7.8,7.72,2089,59,23.1
7.94,9.4,2030,50,23.4
7.92,9.64,2074,50,24
8.11,11.38,1998,58,24.5
8.19,10.84,1805,55,24.6
8.03,9.16,1845,50,24.2
7.98,8.56,1855,59,24
7.96,7.72,2123,78,23.8
7.59,7.16,2252,65,23.7
7.44,5.13,2704,50,23.4
7.41,4.95,2865,61,23.5
7.76,5.14,3012,67,23.5
7.42,4.24,3105,65,23.5
7.6,5.63,2511,55,23.5
7.41,5.28,2409,59,23.2
7.74,6.09,2572,65,23.2
7.42,5.43,2542,69,23.2
7.38,5.25,2551,68,23
7.44,4.81,2560,67,22.9
7.72,5.1,2524,69,22.7
7.35,4.82,2615,52,22.6
7.35,4.89,2615,54,22.7
7.33,4.99,2659,55,22.4
7.66,5.69,2659,56,22.4
7.37,4.81,2680,50,22.2
7.37,4.96,2733,51,22.4
7.47,5.48,2690,50,22.5
7.7,7.57,2159,50,23.2
7.6,6.76,2023,49,23.1
7.4,5.87,2005,49,22.9
7.48,7.24,1981,49,23.2
7.71,6.51,1983,50,22.9
7.36,5.8,2089,84,22.8
7.33,4.68,2175,65,22.6
7.36,4.28,2437,71,22.6
7.62,5.36,2345,57,22.6
7.35,4.52,2508,52,22.5
7.26,2.87,3428,69,22.6
7.3,3.52,3281,52,22.6
7.58,4.34,3481,50,22.7
7.29,3.98,3247,51,22.5
7.26,3.35,3366,49,22.4
7.36,4.79,2803,48,21.9
7.6,5.83,2674,48,21.5
7.34,4.89,2684,47,21.5
7.34,5.22,2596,48,21.4
7.39,5.29,2596,48,21.2
7.57,5.93,2665,49,21.4
7.37,5.52,2674,48,21.5
7.31,5.49,2729,49,21.5
7.34,5.34,2818,49,21.7
7.59,6.69,2834,50,21.8
7.41,6.68,2841,48,21.9
7.44,6.96,2841,49,22
7.46,6.93,2831,49,22
7.59,7.13,2850,64,21.9
7.42,6.25,2881,50,21.8
7.34,4.92,3081,50,21.8
7.26,4.06,3545,59,21.9
7.45,4.32,3647,59,21.8
7.25,2.76,4071,50,22
7.22,2.41,4193,50,22
7.19,1.98,4525,54,22.2
7.34,5.07,3610,49,21.5
7.33,4.79,3696,49,21.4
7.29,4.71,3672,49,21.4
7.24,4.66,3632,48,21.2
7.44,5.31,3594,48,21.1
7.28,4.97,3551,48,21.2
7.3,4.51,3564,48,21.1
7.26,4.56,3558,48,21.1
7.43,5.03,3429,49,21
7.28,5.2,3394,49,21.2
7.33,6.09,3385,50,21.6
7.3,5.63,3396,49,21.6
7.44,6.71,3434,50,21.7
7.34,7.38,3415,48,21.8
7.4,8.93,3255,48,22.3
7.46,10.95,2812,48,22.3
7.63,9.65,3005,49,22
7.48,8.32,3238,49,21.9
7.32,6.82,3384,49,21.8
7.36,6.26,3412,49,21.8
7.37,7.25,3406,54,21.7
7.28,5.84,3416,55,21.7
7.2,6.2,3306,49,21.7
7.25,5.74,3469,50,21.7
7.32,7.09,3366,50,21.6
7.26,5.78,3333,49,21.5
7.26,6,3318,48,21.5
7.21,6.1,3315,49,21.5
7.31,6.68,3287,51,21.5
7.27,5.22,3281,49,21.4
7.2,4.72,3257,49,21.2
7.19,5.16,3241,49,21.2
7.3,7.05,3223,50,21.3
7.18,6.59,3220,47,21.6
7.13,6.32,3216,50,21.7
7.18,8.15,3207,49,22.1
7.35,11.29,3068,52,23.1
7.35,11.67,2514,49,23.8
7.74,10.5,2794,49,23.6
8.01,9.42,3087,70,22.7
8.22,10.18,3005,167,23
8.96,9.97,3009,50,23
8.99,10.05,3087,376,22.6
8.8,9.57,3154,50,22.5
8.39,10.67,3022,49,22.7
8.88,9.64,3049,224,22.7
8.75,9.5,3084,52,22.5
8.56,8.4,3260,50,22.2
8.24,9.15,3209,50,22.3
8.58,8.9,3115,49,22.5
8.27,8.02,2887,262,22.6
8.52,8.03,2859,76,22.5
8.25,8.21,3074,57,22.3
8.26,6.98,2800,50,22.4
8.39,7.39,2784,50,22.3
8.47,7.73,2788,48,22.3
8.18,7.87,2556,50,22.3
8.7,9.16,2400,49,22.5
8.6,9,2486,51,22.7
8.27,7.24,2511,175,22.4
8.22,8.41,2482,49,22.4
8.79,9.43,2461,72,22.8
8.93,11.86,2400,232,23.2
9.43,11.91,2384,49,23.2
8.38,7.83,2735,97,22.4
8.24,6.89,3090,55,22.4
8.18,6.61,3133,60,22.4
8.29,7.06,2841,280,22.3
8.24,7.51,2834,88,22.3
8.3,7.6,2640,54,22.4
8.27,6.94,2745,166,22.4
8.13,6.45,2680,54,22.4
8.22,6.92,2686,229,22.4
7.96,5.88,2711,99,22.4
7.87,5.48,2803,54,22.4
7.99,6.01,2806,49,22.4
8.18,6.4,2720,49,22.3
8.07,6.4,2689,48,22.3
8.05,6.53,2720,48,22.2
8.09,6.59,2729,48,22.2
8.22,7.72,2727,49,22.4
8.26,7.64,2723,250,22.5
8.13,7.39,2718,50,22.5
8.19,7.09,2729,186,22.5
8.21,6.99,2742,57,22.6
7.82,6.27,2760,52,22.5
7.88,5.86,2821,122,22.6
7.79,5.01,3154,65,22.6
8.08,5.15,3308,52,22.5
7.56,3.62,4046,245,22.5
7.62,3.92,3852,55,22.4
7.7,4.69,3462,54,22.5
8.11,5.63,3314,82,22.6
7.7,5.5,3129,49,22.7
7.68,4.94,3121,395,22.6
7.67,5.15,3055,93,22.6
8.08,4.95,3037,51,22.5
7.66,4.87,3232,497,22.6
7.68,4.86,3142,50,22.4
7.73,5.48,3111,49,22.5
8.08,5.86,3111,256,22.6
7.8,5.46,3123,48,22.5
7.65,5.6,3139,174,22.6
7.72,5.57,3151,200,22.7
8.09,6.09,3144,49,22.7
7.76,5.53,3154,146,22.7
7.65,5.14,3256,200,22.7
7.63,4.61,3487,62,22.7
8.03,4.89,3606,209,22.8
7.59,3.88,3846,74,22.7
7.58,3.88,3920,60,22.7
7.5,2.59,4546,147,22.6
7.87,2.65,4749,61,22.6
7.4,1.69,5383,51,22.5
7.35,1.72,6102,81,22.7
7.37,2.29,6490,50,22.9
7.8,1.93,6452,202,22.8
7.42,2.65,6381,116,22.8
7.39,2.77,6595,50,22.9
7.51,3.61,5667,66,22.6
